,Decade,huc4,DTW_Category,Well Count,Well Count_100m,Well Count_500m,Well Count_1000m,Well Count_1500m,Well Count_2000m,Ratio_100m,Ratio_500m,Ratio_1000m,Ratio_1500m,Ratio_2000m
34,1990,1501,Shallow (5-10m),44,4.0,31,41,41,42,0.09090909090909091,0.7045454545454546,0.9318181818181818,0.9318181818181818,0.9545454545454546
35,1990,1501,Very Shallow (2-5m),38,3.0,23,34,37,37,0.07894736842105263,0.6052631578947368,0.8947368421052632,0.9736842105263158,0.9736842105263158
36,1990,1502,Deep (10-61m),380,27.0,164,265,303,331,0.07105263157894737,0.43157894736842106,0.6973684210526315,0.7973684210526316,0.8710526315789474
37,1990,1502,Near Surface (<2m),189,16.0,68,96,158,168,0.08465608465608465,0.35978835978835977,0.5079365079365079,0.8359788359788359,0.8888888888888888
38,1990,1502,Shallow (5-10m),297,19.0,176,232,284,285,0.06397306397306397,0.5925925925925926,0.7811447811447811,0.9562289562289562,0.9595959595959596
39,1990,1502,Very Shallow (2-5m),266,30.0,93,159,215,247,0.11278195488721804,0.34962406015037595,0.5977443609022557,0.8082706766917294,0.9285714285714286
40,1990,1503,Deep (10-61m),1463,52.0,226,431,536,599,0.0355434039644566,0.1544771018455229,0.29460013670539986,0.3663704716336295,0.4094326725905673
41,1990,1503,Near Surface (<2m),339,16.0,66,111,170,209,0.0471976401179941,0.19469026548672566,0.3274336283185841,0.5014749262536873,0.616519174041298
42,1990,1503,Shallow (5-10m),408,29.0,144,255,304,330,0.07107843137254902,0.35294117647058826,0.625,0.7450980392156863,0.8088235294117647
43,1990,1503,Very Shallow (2-5m),686,39.0,136,229,324,400,0.056851311953352766,0.19825072886297376,0.3338192419825073,0.47230320699708456,0.5830903790087464
44,1990,1504,Deep (10-61m),456,48.0,191,291,336,397,0.10526315789473684,0.41885964912280704,0.6381578947368421,0.7368421052631579,0.8706140350877193
45,1990,1504,Near Surface (<2m),44,9.0,26,40,46,48,0.20454545454545456,0.5909090909090909,0.9090909090909091,1.0454545454545454,1.0909090909090908
46,1990,1504,Shallow (5-10m),175,22.0,128,158,174,177,0.12571428571428572,0.7314285714285714,0.9028571428571428,0.9942857142857143,1.0114285714285713
47,1990,1504,Very Shallow (2-5m),87,22.0,68,76,84,85,0.25287356321839083,0.7816091954022989,0.8735632183908046,0.9655172413793104,0.9770114942528736
48,1990,1505,Deep (10-61m),2487,252.0,992,1388,1674,1855,0.10132689987937274,0.3988741455568959,0.5581021310816244,0.6731001206272618,0.7458785685564938
49,1990,1505,Near Surface (<2m),556,68.0,214,297,356,390,0.1223021582733813,0.38489208633093525,0.5341726618705036,0.6402877697841727,0.7014388489208633
50,1990,1505,Shallow (5-10m),656,129.0,407,485,533,559,0.19664634146341464,0.6204268292682927,0.739329268292683,0.8125,0.8521341463414634
51,1990,1505,Very Shallow (2-5m),452,148.0,312,353,382,406,0.3274336283185841,0.6902654867256637,0.7809734513274337,0.8451327433628318,0.8982300884955752
52,1990,1506,Deep (10-61m),3408,207.0,921,1233,1509,1727,0.06073943661971831,0.27024647887323944,0.3617957746478873,0.44278169014084506,0.5067488262910798
53,1990,1506,Near Surface (<2m),621,88.0,216,319,401,444,0.14170692431561996,0.34782608695652173,0.5136876006441223,0.6457326892109501,0.714975845410628
54,1990,1506,Shallow (5-10m),1007,175.0,591,727,786,859,0.17378351539225423,0.5868917576961271,0.7219463753723933,0.7805362462760675,0.8530287984111221
55,1990,1506,Very Shallow (2-5m),546,146.0,377,434,463,490,0.2673992673992674,0.6904761904761905,0.7948717948717948,0.847985347985348,0.8974358974358975
56,1990,1507,Deep (10-61m),1406,102.0,393,589,769,842,0.07254623044096728,0.2795163584637269,0.4189189189189189,0.5469416785206259,0.5988620199146515
57,1990,1507,Near Surface (<2m),375,30.0,121,157,208,229,0.08,0.32266666666666666,0.4186666666666667,0.5546666666666666,0.6106666666666667
58,1990,1507,Shallow (5-10m),383,48.0,145,212,274,296,0.12532637075718014,0.3785900783289817,0.5535248041775457,0.7154046997389034,0.7728459530026109
59,1990,1507,Very Shallow (2-5m),367,28.0,116,191,279,320,0.07629427792915532,0.31607629427792916,0.5204359673024523,0.7602179836512262,0.8719346049046321
60,1990,1508,Deep (10-61m),323,17.0,68,127,175,204,0.05263157894736842,0.21052631578947367,0.3931888544891641,0.541795665634675,0.631578947368421
61,1990,1508,Near Surface (<2m),36,8.0,15,18,18,20,0.2222222222222222,0.4166666666666667,0.5,0.5,0.5555555555555556
62,1990,1508,Shallow (5-10m),45,15.0,28,33,37,40,0.3333333333333333,0.6222222222222222,0.7333333333333333,0.8222222222222222,0.8888888888888888
63,1990,1508,Very Shallow (2-5m),48,19.0,29,32,35,36,0.3958333333333333,0.6041666666666666,0.6666666666666666,0.7291666666666666,0.75
64,2000,1501,Deep (10-61m),63,6.0,21,31,41,42,0.09523809523809523,0.3333333333333333,0.49206349206349204,0.6507936507936508,0.6666666666666666
65,2000,1501,Near Surface (<2m),10,2.0,5,6,8,8,0.2,0.5,0.6,0.8,0.8
66,2000,1501,Shallow (5-10m),46,6.0,24,31,40,40,0.13043478260869565,0.5217391304347826,0.6739130434782609,0.8695652173913043,0.8695652173913043
67,2000,1501,Very Shallow (2-5m),23,3.0,11,13,18,19,0.13043478260869565,0.4782608695652174,0.5652173913043478,0.782608695652174,0.8260869565217391
68,2000,1502,Deep (10-61m),432,37.0,172,297,360,379,0.08564814814814815,0.39814814814814814,0.6875,0.8333333333333334,0.8773148148148148
69,2000,1502,Near Surface (<2m),64,6.0,21,39,53,57,0.09375,0.328125,0.609375,0.828125,0.890625
70,2000,1502,Shallow (5-10m),300,25.0,138,176,258,282,0.08333333333333333,0.46,0.5866666666666667,0.86,0.94
71,2000,1502,Very Shallow (2-5m),432,20.0,105,230,347,358,0.046296296296296294,0.24305555555555555,0.5324074074074074,0.8032407407407407,0.8287037037037037
72,2000,1503,Deep (10-61m),1188,39.0,248,413,586,649,0.03282828282828283,0.20875420875420875,0.34764309764309764,0.49326599326599324,0.5462962962962963
73,2000,1503,Near Surface (<2m),74,9.0,23,33,39,48,0.12162162162162163,0.3108108108108108,0.44594594594594594,0.527027027027027,0.6486486486486487
74,2000,1503,Shallow (5-10m),256,15.0,112,144,180,204,0.05859375,0.4375,0.5625,0.703125,0.796875
75,2000,1503,Very Shallow (2-5m),547,17.0,109,168,258,298,0.031078610603290677,0.19926873857404023,0.3071297989031079,0.4716636197440585,0.5447897623400365
76,2000,1504,Deep (10-61m),513,50.0,243,354,397,455,0.09746588693957114,0.47368421052631576,0.6900584795321637,0.7738791423001949,0.8869395711500975
77,2000,1504,Near Surface (<2m),7,2.0,5,6,7,7,0.2857142857142857,0.7142857142857143,0.8571428571428571,1.0,1.0
78,2000,1504,Shallow (5-10m),197,32.0,136,187,194,196,0.16243654822335024,0.6903553299492385,0.949238578680203,0.9847715736040609,0.9949238578680203
79,2000,1504,Very Shallow (2-5m),58,19.0,44,56,58,58,0.3275862068965517,0.7586206896551724,0.9655172413793104,1.0,1.0
80,2000,1505,Deep (10-61m),1994,222.0,773,1076,1308,1456,0.11133400200601805,0.3876629889669007,0.5396188565697091,0.6559679037111334,0.7301905717151455
81,2000,1505,Near Surface (<2m),78,19.0,45,53,68,71,0.24358974358974358,0.5769230769230769,0.6794871794871795,0.8717948717948718,0.9102564102564102
82,2000,1505,Shallow (5-10m),471,94.0,313,381,396,428,0.19957537154989385,0.6645435244161358,0.8089171974522293,0.8407643312101911,0.9087048832271762
83,2000,1505,Very Shallow (2-5m),289,126.0,240,261,274,279,0.4359861591695502,0.8304498269896193,0.903114186851211,0.9480968858131488,0.9653979238754326
84,2000,1506,Deep (10-61m),2013,140.0,566,756,871,998,0.06954793840039741,0.28117237953303525,0.37555886736214605,0.4326875310481868,0.49577744659711875
85,2000,1506,Near Surface (<2m),129,21.0,50,68,75,77,0.16279069767441862,0.3875968992248062,0.5271317829457365,0.5813953488372093,0.5968992248062015
86,2000,1506,Shallow (5-10m),552,106.0,341,450,489,511,0.19202898550724637,0.6177536231884058,0.8152173913043478,0.8858695652173914,0.9257246376811594
87,2000,1506,Very Shallow (2-5m),263,71.0,193,219,234,239,0.26996197718631176,0.7338403041825095,0.8326996197718631,0.8897338403041825,0.908745247148289
88,2000,1507,Deep (10-61m),1244,97.0,404,620,728,782,0.07797427652733119,0.3247588424437299,0.4983922829581994,0.5852090032154341,0.6286173633440515
89,2000,1507,Near Surface (<2m),57,6.0,18,30,38,50,0.10526315789473684,0.3157894736842105,0.5263157894736842,0.6666666666666666,0.8771929824561403
90,2000,1507,Shallow (5-10m),355,46.0,135,184,207,225,0.1295774647887324,0.38028169014084506,0.5183098591549296,0.5830985915492958,0.6338028169014085
91,2000,1507,Very Shallow (2-5m),302,39.0,99,134,157,232,0.1291390728476821,0.32781456953642385,0.44370860927152317,0.5198675496688742,0.7682119205298014
92,2000,1508,Deep (10-61m),181,12.0,35,71,93,106,0.06629834254143646,0.19337016574585636,0.39226519337016574,0.5138121546961326,0.585635359116022
93,2000,1508,Near Surface (<2m),8,4.0,4,7,7,7,0.5,0.5,0.875,0.875,0.875
94,2000,1508,Shallow (5-10m),27,12.0,18,20,22,23,0.4444444444444444,0.6666666666666666,0.7407407407407407,0.8148148148148148,0.8518518518518519
95,2000,1508,Very Shallow (2-5m),13,9.0,10,11,12,12,0.6923076923076923,0.7692307692307693,0.8461538461538461,0.9230769230769231,0.9230769230769231
96,2010,1501,Deep (10-61m),35,5.0,16,19,23,24,0.14285714285714285,0.45714285714285713,0.5428571428571428,0.6571428571428571,0.6857142857142857
97,2010,1501,Near Surface (<2m),39,36.0,37,37,37,37,0.9230769230769231,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.9487179487179487
98,2010,1501,Shallow (5-10m),12,4.0,7,8,9,9,0.3333333333333333,0.5833333333333334,0.6666666666666666,0.75,0.75
99,2010,1501,Very Shallow (2-5m),6,2.0,5,5,5,5,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
100,2010,1502,Deep (10-61m),117,11.0,50,82,101,104,0.09401709401709402,0.42735042735042733,0.7008547008547008,0.8632478632478633,0.8888888888888888
101,2010,1502,Near Surface (<2m),21,1.0,5,7,9,18,0.047619047619047616,0.23809523809523808,0.3333333333333333,0.42857142857142855,0.8571428571428571
102,2010,1502,Shallow (5-10m),46,5.0,18,30,39,39,0.10869565217391304,0.391304347826087,0.6521739130434783,0.8478260869565217,0.8478260869565217
103,2010,1502,Very Shallow (2-5m),45,1.0,14,37,42,44,0.022222222222222223,0.3111111111111111,0.8222222222222222,0.9333333333333333,0.9777777777777777
104,2010,1503,Deep (10-61m),486,11.0,80,135,210,272,0.02263374485596708,0.1646090534979424,0.2777777777777778,0.43209876543209874,0.5596707818930041
105,2010,1503,Near Surface (<2m),35,1.0,13,18,27,30,0.02857142857142857,0.37142857142857144,0.5142857142857142,0.7714285714285715,0.8571428571428571
106,2010,1503,Shallow (5-10m),108,8.0,46,56,73,80,0.07407407407407407,0.42592592592592593,0.5185185185185185,0.6759259259259259,0.7407407407407407
107,2010,1503,Very Shallow (2-5m),167,5.0,24,43,78,86,0.029940119760479042,0.1437125748502994,0.25748502994011974,0.46706586826347307,0.5149700598802395
108,2010,1504,Deep (10-61m),261,24.0,116,154,177,206,0.09195402298850575,0.4444444444444444,0.5900383141762452,0.6781609195402298,0.789272030651341
109,2010,1504,Near Surface (<2m),3,1.0,2,2,3,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0
110,2010,1504,Shallow (5-10m),42,6.0,29,40,42,42,0.14285714285714285,0.6904761904761905,0.9523809523809523,1.0,1.0
111,2010,1504,Very Shallow (2-5m),18,12.0,12,15,17,17,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.9444444444444444,0.9444444444444444
112,2010,1505,Deep (10-61m),1088,115.0,401,568,657,812,0.1056985294117647,0.36856617647058826,0.5220588235294118,0.6038602941176471,0.7463235294117647
113,2010,1505,Near Surface (<2m),50,20.0,41,45,48,49,0.4,0.82,0.9,0.96,0.98
114,2010,1505,Shallow (5-10m),234,61.0,172,198,208,223,0.2606837606837607,0.7350427350427351,0.8461538461538461,0.8888888888888888,0.9529914529914529
115,2010,1505,Very Shallow (2-5m),135,70.0,124,129,132,133,0.5185185185185185,0.9185185185185185,0.9555555555555556,0.9777777777777777,0.9851851851851852
116,2010,1506,Deep (10-61m),781,38.0,182,261,307,351,0.04865556978233035,0.2330345710627401,0.33418693982074266,0.39308578745198464,0.4494238156209987
117,2010,1506,Near Surface (<2m),45,6.0,16,24,26,29,0.13333333333333333,0.35555555555555557,0.5333333333333333,0.5777777777777777,0.6444444444444445
118,2010,1506,Shallow (5-10m),225,40.0,147,172,199,207,0.17777777777777778,0.6533333333333333,0.7644444444444445,0.8844444444444445,0.92
119,2010,1506,Very Shallow (2-5m),95,29.0,75,83,88,91,0.30526315789473685,0.7894736842105263,0.8736842105263158,0.9263157894736842,0.9578947368421052
120,2010,1507,Deep (10-61m),611,31.0,129,205,285,321,0.05073649754500818,0.21112929623567922,0.3355155482815057,0.4664484451718494,0.5253682487725041
121,2010,1507,Near Surface (<2m),24,2.0,4,5,7,16,0.08333333333333333,0.16666666666666666,0.20833333333333334,0.2916666666666667,0.6666666666666666
122,2010,1507,Shallow (5-10m),146,21.0,52,68,92,101,0.14383561643835616,0.3561643835616438,0.4657534246575342,0.6301369863013698,0.6917808219178082
123,2010,1507,Very Shallow (2-5m),83,6.0,16,32,45,57,0.07228915662650602,0.1927710843373494,0.3855421686746988,0.5421686746987951,0.6867469879518072
124,2010,1508,Deep (10-61m),90,3.0,21,42,55,63,0.03333333333333333,0.23333333333333334,0.4666666666666667,0.6111111111111112,0.7
125,2010,1508,Near Surface (<2m),6,3.0,4,4,4,6,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
126,2010,1508,Shallow (5-10m),29,9.0,14,15,20,21,0.3103448275862069,0.4827586206896552,0.5172413793103449,0.6896551724137931,0.7241379310344828
127,2010,1508,Very Shallow (2-5m),14,7.0,10,11,14,14,0.5,0.7142857142857143,0.7857142857142857,1.0,1.0
128,2020,1501,Deep (10-61m),8,2.0,2,5,5,6,0.25,0.25,0.625,0.625,0.75
129,2020,1501,Near Surface (<2m),6,1.0,3,3,3,3,0.16666666666666666,0.5,0.5,0.5,0.5
130,2020,1501,Shallow (5-10m),6,1.0,2,2,2,2,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
131,2020,1501,Very Shallow (2-5m),2,1.0,2,2,2,2,0.5,1.0,1.0,1.0,1.0
132,2020,1502,Deep (10-61m),67,2.0,28,51,56,59,0.029850746268656716,0.417910447761194,0.7611940298507462,0.835820895522388,0.8805970149253731
133,2020,1502,Near Surface (<2m),15,2.0,9,9,11,11,0.13333333333333333,0.6,0.6,0.7333333333333333,0.7333333333333333
134,2020,1502,Shallow (5-10m),48,3.0,14,21,32,43,0.0625,0.2916666666666667,0.4375,0.6666666666666666,0.8958333333333334
135,2020,1502,Very Shallow (2-5m),38,2.0,13,17,25,34,0.05263157894736842,0.34210526315789475,0.4473684210526316,0.6578947368421053,0.8947368421052632
136,2020,1503,Deep (10-61m),194,7.0,36,60,85,99,0.03608247422680412,0.18556701030927836,0.30927835051546393,0.4381443298969072,0.5103092783505154
137,2020,1503,Near Surface (<2m),3,,1,2,2,2,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
138,2020,1503,Shallow (5-10m),42,6.0,15,22,26,27,0.14285714285714285,0.35714285714285715,0.5238095238095238,0.6190476190476191,0.6428571428571429
139,2020,1503,Very Shallow (2-5m),70,,7,12,14,15,,0.1,0.17142857142857143,0.2,0.21428571428571427
140,2020,1504,Deep (10-61m),119,10.0,53,70,89,100,0.08403361344537816,0.44537815126050423,0.5882352941176471,0.7478991596638656,0.8403361344537815
141,2020,1504,Near Surface (<2m),1,1.0,1,1,1,1,1.0,1.0,1.0,1.0,1.0
142,2020,1504,Shallow (5-10m),20,5.0,16,19,20,20,0.25,0.8,0.95,1.0,1.0
143,2020,1504,Very Shallow (2-5m),3,1.0,3,3,3,3,0.3333333333333333,1.0,1.0,1.0,1.0
144,2020,1505,Deep (10-61m),306,36.0,143,187,213,232,0.11764705882352941,0.4673202614379085,0.6111111111111112,0.696078431372549,0.7581699346405228
145,2020,1505,Near Surface (<2m),8,4.0,7,7,7,7,0.5,0.875,0.875,0.875,0.875
146,2020,1505,Shallow (5-10m),125,36.0,91,108,111,112,0.288,0.728,0.864,0.888,0.896
147,2020,1505,Very Shallow (2-5m),74,36.0,66,68,71,72,0.4864864864864865,0.8918918918918919,0.918918918918919,0.9594594594594594,0.972972972972973
148,2020,1506,Deep (10-61m),295,19.0,136,171,202,211,0.06440677966101695,0.4610169491525424,0.5796610169491525,0.6847457627118644,0.7152542372881356
149,2020,1506,Near Surface (<2m),30,5.0,10,18,18,21,0.16666666666666666,0.3333333333333333,0.6,0.6,0.7
150,2020,1506,Shallow (5-10m),98,21.0,58,67,76,77,0.21428571428571427,0.5918367346938775,0.6836734693877551,0.7755102040816326,0.7857142857142857
151,2020,1506,Very Shallow (2-5m),65,16.0,37,44,59,60,0.24615384615384617,0.5692307692307692,0.676923076923077,0.9076923076923077,0.9230769230769231
152,2020,1507,Deep (10-61m),197,20.0,67,111,135,152,0.10152284263959391,0.3401015228426396,0.5634517766497462,0.6852791878172588,0.7715736040609137
153,2020,1507,Near Surface (<2m),12,1.0,1,1,6,6,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.5,0.5
154,2020,1507,Shallow (5-10m),60,9.0,29,38,47,52,0.15,0.48333333333333334,0.6333333333333333,0.7833333333333333,0.8666666666666667
155,2020,1507,Very Shallow (2-5m),48,2.0,9,14,31,38,0.041666666666666664,0.1875,0.2916666666666667,0.6458333333333334,0.7916666666666666
156,2020,1508,Deep (10-61m),42,,11,13,23,30,,0.2619047619047619,0.30952380952380953,0.5476190476190477,0.7142857142857143
157,2020,1508,Near Surface (<2m),4,3.0,4,4,4,4,0.75,1.0,1.0,1.0,1.0
158,2020,1508,Shallow (5-10m),13,8.0,11,11,13,13,0.6153846153846154,0.8461538461538461,0.8461538461538461,1.0,1.0
159,2020,1508,Very Shallow (2-5m),7,5.0,6,6,6,7,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0
