,Decade,huc8,DTW_Category,Well Count
181,1980,15060105,Very Shallow (2-5m),122
182,1980,15060106,Deep (10-61m),154
183,1980,15060106,Near Surface (<2m),77
184,1980,15060106,Shallow (5-10m),94
185,1980,15060106,Very Shallow (2-5m),42
186,1980,15060201,Deep (10-61m),34
187,1980,15060201,Near Surface (<2m),8
188,1980,15060201,Shallow (5-10m),11
189,1980,15060201,Very Shallow (2-5m),7
190,1980,15060202,Deep (10-61m),683
191,1980,15060202,Near Surface (<2m),92
192,1980,15060202,Shallow (5-10m),302
193,1980,15060202,Very Shallow (2-5m),131
194,1980,15060203,Deep (10-61m),218
195,1980,15060203,Near Surface (<2m),44
196,1980,15060203,Shallow (5-10m),263
197,1980,15060203,Very Shallow (2-5m),121
198,1980,15070101,Deep (10-61m),136
199,1980,15070101,Near Surface (<2m),37
200,1980,15070101,Shallow (5-10m),35
201,1980,15070101,Very Shallow (2-5m),46
202,1980,15070102,Deep (10-61m),489
203,1980,15070102,Near Surface (<2m),91
204,1980,15070102,Shallow (5-10m),174
205,1980,15070102,Very Shallow (2-5m),76
206,1980,15070103,Deep (10-61m),118
207,1980,15070103,Near Surface (<2m),24
208,1980,15070103,Shallow (5-10m),31
209,1980,15070103,Very Shallow (2-5m),30
210,1980,15070104,Deep (10-61m),76
211,1980,15070104,Near Surface (<2m),56
212,1980,15070104,Shallow (5-10m),26
213,1980,15070104,Very Shallow (2-5m),8
214,1980,15070201,Deep (10-61m),41
215,1980,15070201,Near Surface (<2m),19
216,1980,15070201,Shallow (5-10m),48
217,1980,15070201,Very Shallow (2-5m),77
218,1980,15070202,Deep (10-61m),5
219,1980,15070202,Shallow (5-10m),1
220,1980,15070202,Very Shallow (2-5m),2
221,1980,15070203,Deep (10-61m),5
222,1980,15070203,Shallow (5-10m),1
223,1980,15080101,Deep (10-61m),1
224,1980,15080102,Deep (10-61m),5
225,1980,15080102,Shallow (5-10m),1
226,1980,15080102,Very Shallow (2-5m),1
227,1980,15080200,Deep (10-61m),4
228,1980,15080200,Near Surface (<2m),2
229,1980,15080200,Shallow (5-10m),4
230,1980,15080200,Very Shallow (2-5m),6
231,1980,15080301,Deep (10-61m),83
232,1980,15080301,Near Surface (<2m),9
233,1980,15080301,Shallow (5-10m),5
234,1980,15080301,Very Shallow (2-5m),5
235,1980,15080302,Deep (10-61m),10
236,1980,15080302,Near Surface (<2m),1
237,1980,15080302,Shallow (5-10m),4
238,1980,15080302,Very Shallow (2-5m),3
239,1990,14070006,Near Surface (<2m),16
240,1990,14070006,Shallow (5-10m),3
241,1990,14070006,Very Shallow (2-5m),21
242,1990,14070007,Shallow (5-10m),2
243,1990,14080204,Deep (10-61m),1
244,1990,14080204,Shallow (5-10m),1
245,1990,14080205,Shallow (5-10m),1
246,1990,14080205,Very Shallow (2-5m),1
247,1990,15010001,Deep (10-61m),1
248,1990,15010001,Near Surface (<2m),2
249,1990,15010001,Shallow (5-10m),2
250,1990,15010003,Deep (10-61m),4
251,1990,15010003,Near Surface (<2m),2
252,1990,15010003,Shallow (5-10m),1
253,1990,15010003,Very Shallow (2-5m),9
254,1990,15010004,Deep (10-61m),2
255,1990,15010004,Near Surface (<2m),12
256,1990,15010004,Shallow (5-10m),1
257,1990,15010004,Very Shallow (2-5m),13
258,1990,15010005,Deep (10-61m),2
259,1990,15010005,Near Surface (<2m),1
260,1990,15010005,Very Shallow (2-5m),1
261,1990,15010006,Deep (10-61m),2
262,1990,15010006,Near Surface (<2m),1
263,1990,15010006,Very Shallow (2-5m),1
264,1990,15010007,Deep (10-61m),17
265,1990,15010007,Near Surface (<2m),3
266,1990,15010007,Shallow (5-10m),4
267,1990,15010007,Very Shallow (2-5m),1
268,1990,15010009,Deep (10-61m),5
269,1990,15010009,Shallow (5-10m),13
270,1990,15010009,Very Shallow (2-5m),1
271,1990,15010010,Deep (10-61m),52
272,1990,15010010,Near Surface (<2m),1
273,1990,15010010,Shallow (5-10m),21
274,1990,15010010,Very Shallow (2-5m),11
275,1990,15010014,Deep (10-61m),1
276,1990,15020001,Deep (10-61m),87
277,1990,15020001,Near Surface (<2m),37
278,1990,15020001,Shallow (5-10m),172
279,1990,15020001,Very Shallow (2-5m),90
280,1990,15020002,Deep (10-61m),43
281,1990,15020002,Near Surface (<2m),27
282,1990,15020002,Shallow (5-10m),15
283,1990,15020002,Very Shallow (2-5m),21
284,1990,15020003,Deep (10-61m),1
285,1990,15020003,Near Surface (<2m),8
286,1990,15020004,Deep (10-61m),1
287,1990,15020005,Deep (10-61m),65
288,1990,15020005,Near Surface (<2m),17
289,1990,15020005,Shallow (5-10m),19
290,1990,15020005,Very Shallow (2-5m),21
291,1990,15020006,Deep (10-61m),2
292,1990,15020006,Near Surface (<2m),3
293,1990,15020006,Shallow (5-10m),2
294,1990,15020006,Very Shallow (2-5m),3
295,1990,15020007,Deep (10-61m),14
296,1990,15020007,Shallow (5-10m),2
297,1990,15020007,Very Shallow (2-5m),2
298,1990,15020008,Deep (10-61m),25
299,1990,15020008,Near Surface (<2m),64
300,1990,15020008,Shallow (5-10m),51
301,1990,15020008,Very Shallow (2-5m),85
302,1990,15020009,Deep (10-61m),2
303,1990,15020009,Near Surface (<2m),2
304,1990,15020009,Shallow (5-10m),1
305,1990,15020009,Very Shallow (2-5m),1
306,1990,15020010,Deep (10-61m),1
307,1990,15020015,Deep (10-61m),93
308,1990,15020015,Near Surface (<2m),15
309,1990,15020015,Shallow (5-10m),22
310,1990,15020015,Very Shallow (2-5m),19
311,1990,15020016,Deep (10-61m),1
312,1990,15020018,Very Shallow (2-5m),5
313,1990,15030101,Deep (10-61m),108
314,1990,15030101,Near Surface (<2m),32
315,1990,15030101,Shallow (5-10m),95
316,1990,15030101,Very Shallow (2-5m),51
317,1990,15030103,Deep (10-61m),64
318,1990,15030103,Near Surface (<2m),14
319,1990,15030103,Shallow (5-10m),12
320,1990,15030103,Very Shallow (2-5m),5
321,1990,15030104,Deep (10-61m),29
322,1990,15030104,Near Surface (<2m),17
323,1990,15030104,Shallow (5-10m),21
324,1990,15030104,Very Shallow (2-5m),62
325,1990,15030105,Deep (10-61m),140
326,1990,15030105,Near Surface (<2m),1
327,1990,15030106,Deep (10-61m),97
328,1990,15030106,Shallow (5-10m),2
329,1990,15030106,Very Shallow (2-5m),1
330,1990,15030107,Deep (10-61m),10
331,1990,15030107,Near Surface (<2m),68
332,1990,15030107,Shallow (5-10m),126
333,1990,15030107,Very Shallow (2-5m),139
334,1990,15030108,Near Surface (<2m),14
335,1990,15030108,Shallow (5-10m),6
336,1990,15030108,Very Shallow (2-5m),49
337,1990,15030201,Deep (10-61m),60
338,1990,15030201,Near Surface (<2m),4
339,1990,15030201,Shallow (5-10m),36
340,1990,15030201,Very Shallow (2-5m),10
341,1990,15030202,Deep (10-61m),35
342,1990,15030202,Near Surface (<2m),29
343,1990,15030202,Shallow (5-10m),10
344,1990,15030202,Very Shallow (2-5m),9
345,1990,15030203,Deep (10-61m),46
346,1990,15030203,Near Surface (<2m),7
347,1990,15030203,Shallow (5-10m),18
348,1990,15030203,Very Shallow (2-5m),21
349,1990,15030204,Deep (10-61m),10
350,1990,15030204,Near Surface (<2m),8
351,1990,15030204,Shallow (5-10m),10
352,1990,15030204,Very Shallow (2-5m),15
353,1990,15040002,Deep (10-61m),58
354,1990,15040002,Near Surface (<2m),2
355,1990,15040002,Shallow (5-10m),12
356,1990,15040002,Very Shallow (2-5m),8
357,1990,15040004,Deep (10-61m),16
358,1990,15040004,Near Surface (<2m),2
359,1990,15040004,Shallow (5-10m),29
360,1990,15040004,Very Shallow (2-5m),11
361,1990,15040005,Deep (10-61m),185
362,1990,15040005,Near Surface (<2m),35
363,1990,15040005,Shallow (5-10m),112
364,1990,15040005,Very Shallow (2-5m),54
365,1990,15040006,Deep (10-61m),119
366,1990,15040006,Near Surface (<2m),3
367,1990,15040006,Shallow (5-10m),28
368,1990,15040006,Very Shallow (2-5m),11
369,1990,15040007,Deep (10-61m),6
370,1990,15040007,Near Surface (<2m),5
371,1990,15040007,Shallow (5-10m),2
372,1990,15040007,Very Shallow (2-5m),1
373,1990,15050100,Deep (10-61m),83
374,1990,15050100,Near Surface (<2m),50
375,1990,15050100,Shallow (5-10m),49
376,1990,15050100,Very Shallow (2-5m),52
377,1990,15050201,Deep (10-61m),245
378,1990,15050201,Near Surface (<2m),28
379,1990,15050201,Shallow (5-10m),64
380,1990,15050201,Very Shallow (2-5m),24
381,1990,15050202,Deep (10-61m),432
382,1990,15050202,Near Surface (<2m),70
383,1990,15050202,Shallow (5-10m),112
384,1990,15050202,Very Shallow (2-5m),74
385,1990,15050203,Deep (10-61m),172
386,1990,15050203,Near Surface (<2m),35
387,1990,15050203,Shallow (5-10m),98
388,1990,15050203,Very Shallow (2-5m),60
389,1990,15050301,Deep (10-61m),746
390,1990,15050301,Near Surface (<2m),128
391,1990,15050301,Shallow (5-10m),154
392,1990,15050301,Very Shallow (2-5m),127
393,1990,15050302,Deep (10-61m),146
394,1990,15050302,Near Surface (<2m),43
395,1990,15050302,Shallow (5-10m),47
396,1990,15050302,Very Shallow (2-5m),42
397,1990,15050303,Deep (10-61m),32
398,1990,15050303,Near Surface (<2m),3
399,1990,15050303,Shallow (5-10m),19
400,1990,15050304,Deep (10-61m),57
401,1990,15050304,Near Surface (<2m),37
402,1990,15050304,Shallow (5-10m),22
403,1990,15050304,Very Shallow (2-5m),30
404,1990,15050305,Shallow (5-10m),1
405,1990,15050305,Very Shallow (2-5m),1
406,1990,15060101,Deep (10-61m),5
407,1990,15060101,Shallow (5-10m),1
408,1990,15060102,Deep (10-61m),1
409,1990,15060103,Deep (10-61m),177
410,1990,15060103,Near Surface (<2m),91
411,1990,15060103,Shallow (5-10m),130
412,1990,15060103,Very Shallow (2-5m),103
413,1990,15060105,Deep (10-61m),154
414,1990,15060105,Near Surface (<2m),18
415,1990,15060105,Shallow (5-10m),64
416,1990,15060105,Very Shallow (2-5m),72
417,1990,15060106,Deep (10-61m),588
418,1990,15060106,Near Surface (<2m),137
419,1990,15060106,Shallow (5-10m),179
420,1990,15060106,Very Shallow (2-5m),42
421,1990,15060201,Deep (10-61m),76
422,1990,15060201,Near Surface (<2m),17
423,1990,15060201,Shallow (5-10m),32
424,1990,15060201,Very Shallow (2-5m),23
425,1990,15060202,Deep (10-61m),607
426,1990,15060202,Near Surface (<2m),152
427,1990,15060202,Shallow (5-10m),281
428,1990,15060202,Very Shallow (2-5m),165
429,1990,15060203,Deep (10-61m),184
430,1990,15060203,Near Surface (<2m),34
431,1990,15060203,Shallow (5-10m),223
432,1990,15060203,Very Shallow (2-5m),93
433,1990,15070101,Deep (10-61m),177
434,1990,15070101,Near Surface (<2m),23
435,1990,15070101,Shallow (5-10m),37
436,1990,15070101,Very Shallow (2-5m),41
437,1990,15070102,Deep (10-61m),389
438,1990,15070102,Near Surface (<2m),112
439,1990,15070102,Shallow (5-10m),129
440,1990,15070102,Very Shallow (2-5m),60
441,1990,15070103,Deep (10-61m),97
442,1990,15070103,Near Surface (<2m),24
443,1990,15070103,Shallow (5-10m),28
444,1990,15070103,Very Shallow (2-5m),28
445,1990,15070104,Deep (10-61m),60
446,1990,15070104,Near Surface (<2m),24
447,1990,15070104,Shallow (5-10m),16
448,1990,15070104,Very Shallow (2-5m),19
449,1990,15070201,Deep (10-61m),94
450,1990,15070201,Near Surface (<2m),37
451,1990,15070201,Shallow (5-10m),88
452,1990,15070201,Very Shallow (2-5m),164
453,1990,15070202,Deep (10-61m),12
454,1990,15070202,Shallow (5-10m),2
455,1990,15070202,Very Shallow (2-5m),1
456,1990,15070203,Deep (10-61m),8
457,1990,15070203,Shallow (5-10m),2
458,1990,15070203,Very Shallow (2-5m),2
459,1990,15080101,Deep (10-61m),1
460,1990,15080102,Deep (10-61m),4
461,1990,15080102,Shallow (5-10m),1
462,1990,15080102,Very Shallow (2-5m),1
463,1990,15080200,Deep (10-61m),4
464,1990,15080200,Near Surface (<2m),3
465,1990,15080200,Shallow (5-10m),1
466,1990,15080301,Deep (10-61m),176
467,1990,15080301,Near Surface (<2m),14
468,1990,15080301,Shallow (5-10m),31
469,1990,15080301,Very Shallow (2-5m),27
470,1990,15080302,Deep (10-61m),18
471,1990,15080302,Near Surface (<2m),3
472,1990,15080302,Shallow (5-10m),8
473,1990,15080302,Very Shallow (2-5m),8
474,2000,14070006,Near Surface (<2m),2
475,2000,14080204,Shallow (5-10m),1
476,2000,14080205,Shallow (5-10m),1
477,2000,14080205,Very Shallow (2-5m),1
478,2000,15010003,Deep (10-61m),4
479,2000,15010003,Near Surface (<2m),1
480,2000,15010003,Shallow (5-10m),5
481,2000,15010003,Very Shallow (2-5m),6
482,2000,15010004,Deep (10-61m),1
483,2000,15010004,Near Surface (<2m),4
484,2000,15010004,Shallow (5-10m),5
485,2000,15010004,Very Shallow (2-5m),8
486,2000,15010005,Deep (10-61m),2
487,2000,15010005,Near Surface (<2m),1
488,2000,15010006,Near Surface (<2m),1
489,2000,15010006,Shallow (5-10m),1
490,2000,15010006,Very Shallow (2-5m),1
491,2000,15010007,Deep (10-61m),8
492,2000,15010007,Shallow (5-10m),2
493,2000,15010007,Very Shallow (2-5m),1
494,2000,15010009,Deep (10-61m),9
495,2000,15010009,Near Surface (<2m),1
496,2000,15010009,Shallow (5-10m),17
497,2000,15010010,Deep (10-61m),17
498,2000,15010010,Shallow (5-10m),10
499,2000,15010010,Very Shallow (2-5m),1
500,2000,15010014,Deep (10-61m),1
501,2000,15020001,Deep (10-61m),77
502,2000,15020001,Near Surface (<2m),14
503,2000,15020001,Shallow (5-10m),91
504,2000,15020001,Very Shallow (2-5m),26
505,2000,15020002,Deep (10-61m),35
506,2000,15020002,Near Surface (<2m),7
507,2000,15020002,Shallow (5-10m),8
508,2000,15020002,Very Shallow (2-5m),37
509,2000,15020003,Deep (10-61m),3
510,2000,15020003,Shallow (5-10m),1
511,2000,15020004,Deep (10-61m),14
512,2000,15020004,Shallow (5-10m),1
513,2000,15020004,Very Shallow (2-5m),1
514,2000,15020005,Deep (10-61m),92
515,2000,15020005,Near Surface (<2m),8
516,2000,15020005,Shallow (5-10m),17
517,2000,15020005,Very Shallow (2-5m),12
518,2000,15020006,Deep (10-61m),1
519,2000,15020006,Near Surface (<2m),1
520,2000,15020006,Shallow (5-10m),4
521,2000,15020006,Very Shallow (2-5m),2
522,2000,15020007,Deep (10-61m),12
523,2000,15020007,Near Surface (<2m),3
524,2000,15020007,Shallow (5-10m),8
525,2000,15020007,Very Shallow (2-5m),8
526,2000,15020008,Deep (10-61m),35
527,2000,15020008,Near Surface (<2m),21
528,2000,15020008,Shallow (5-10m),106
529,2000,15020008,Very Shallow (2-5m),262
530,2000,15020009,Deep (10-61m),5
531,2000,15020009,Shallow (5-10m),4
532,2000,15020009,Very Shallow (2-5m),7
533,2000,15020010,Deep (10-61m),1
534,2000,15020011,Deep (10-61m),5
535,2000,15020011,Shallow (5-10m),1
536,2000,15020011,Very Shallow (2-5m),16
537,2000,15020013,Near Surface (<2m),1
538,2000,15020014,Deep (10-61m),1
539,2000,15020015,Deep (10-61m),95
540,2000,15020015,Near Surface (<2m),6
541,2000,15020015,Shallow (5-10m),46
542,2000,15020015,Very Shallow (2-5m),11
543,2000,15020016,Deep (10-61m),1
544,2000,15030101,Deep (10-61m),104
545,2000,15030101,Near Surface (<2m),4
546,2000,15030101,Shallow (5-10m),72
547,2000,15030101,Very Shallow (2-5m),67
548,2000,15030103,Deep (10-61m),120
549,2000,15030103,Near Surface (<2m),6
550,2000,15030103,Shallow (5-10m),2
551,2000,15030103,Very Shallow (2-5m),11
552,2000,15030104,Deep (10-61m),32
553,2000,15030104,Near Surface (<2m),12
554,2000,15030104,Shallow (5-10m),33
555,2000,15030104,Very Shallow (2-5m),100
556,2000,15030105,Deep (10-61m),96
557,2000,15030105,Very Shallow (2-5m),1
558,2000,15030106,Deep (10-61m),161
559,2000,15030106,Near Surface (<2m),1
560,2000,15030107,Deep (10-61m),34
561,2000,15030107,Near Surface (<2m),12
562,2000,15030107,Shallow (5-10m),59
563,2000,15030107,Very Shallow (2-5m),66
564,2000,15030108,Deep (10-61m),2
565,2000,15030108,Near Surface (<2m),3
566,2000,15030108,Shallow (5-10m),6
567,2000,15030108,Very Shallow (2-5m),21
568,2000,15030201,Deep (10-61m),46
569,2000,15030201,Near Surface (<2m),5
570,2000,15030201,Shallow (5-10m),32
571,2000,15030201,Very Shallow (2-5m),9
572,2000,15030202,Deep (10-61m),6
573,2000,15030202,Shallow (5-10m),2
574,2000,15030203,Deep (10-61m),51
575,2000,15030203,Near Surface (<2m),4
576,2000,15030203,Shallow (5-10m),13
577,2000,15030203,Very Shallow (2-5m),3
578,2000,15030204,Deep (10-61m),5
579,2000,15030204,Near Surface (<2m),2
580,2000,15030204,Shallow (5-10m),2
581,2000,15030204,Very Shallow (2-5m),4
582,2000,15040002,Deep (10-61m),51
583,2000,15040002,Near Surface (<2m),1
584,2000,15040002,Shallow (5-10m),17
585,2000,15040002,Very Shallow (2-5m),9
586,2000,15040004,Deep (10-61m),14
587,2000,15040004,Near Surface (<2m),1
588,2000,15040004,Shallow (5-10m),18
589,2000,15040004,Very Shallow (2-5m),18
590,2000,15040005,Deep (10-61m),249
591,2000,15040005,Near Surface (<2m),2
592,2000,15040005,Shallow (5-10m),142
593,2000,15040005,Very Shallow (2-5m),27
594,2000,15040006,Deep (10-61m),122
595,2000,15040006,Near Surface (<2m),3
596,2000,15040006,Shallow (5-10m),16
597,2000,15040006,Very Shallow (2-5m),4
598,2000,15040007,Deep (10-61m),2
599,2000,15040007,Shallow (5-10m),2
600,2000,15050100,Deep (10-61m),44
601,2000,15050100,Near Surface (<2m),8
602,2000,15050100,Shallow (5-10m),16
603,2000,15050100,Very Shallow (2-5m),15
604,2000,15050201,Deep (10-61m),171
605,2000,15050201,Near Surface (<2m),1
606,2000,15050201,Shallow (5-10m),52
607,2000,15050201,Very Shallow (2-5m),8
608,2000,15050202,Deep (10-61m),351
609,2000,15050202,Near Surface (<2m),18
610,2000,15050202,Shallow (5-10m),123
611,2000,15050202,Very Shallow (2-5m),88
612,2000,15050203,Deep (10-61m),109
613,2000,15050203,Near Surface (<2m),10
614,2000,15050203,Shallow (5-10m),44
615,2000,15050203,Very Shallow (2-5m),45
616,2000,15050301,Deep (10-61m),580
617,2000,15050301,Near Surface (<2m),26
618,2000,15050301,Shallow (5-10m),118
619,2000,15050301,Very Shallow (2-5m),98
620,2000,15050302,Deep (10-61m),118
621,2000,15050302,Near Surface (<2m),7
622,2000,15050302,Shallow (5-10m),49
623,2000,15050302,Very Shallow (2-5m),22
624,2000,15050303,Deep (10-61m),42
625,2000,15050303,Shallow (5-10m),7
626,2000,15050304,Deep (10-61m),27
627,2000,15050304,Near Surface (<2m),1
628,2000,15050304,Shallow (5-10m),22
629,2000,15050304,Very Shallow (2-5m),3
630,2000,15060101,Shallow (5-10m),1
631,2000,15060103,Deep (10-61m),114
632,2000,15060103,Near Surface (<2m),7
633,2000,15060103,Shallow (5-10m),48
634,2000,15060103,Very Shallow (2-5m),22
635,2000,15060104,Very Shallow (2-5m),4
636,2000,15060105,Deep (10-61m),92
637,2000,15060105,Near Surface (<2m),6
638,2000,15060105,Shallow (5-10m),63
639,2000,15060105,Very Shallow (2-5m),34
640,2000,15060106,Deep (10-61m),270
641,2000,15060106,Near Surface (<2m),23
642,2000,15060106,Shallow (5-10m),118
643,2000,15060106,Very Shallow (2-5m),33
644,2000,15060201,Deep (10-61m),56
645,2000,15060201,Near Surface (<2m),7
646,2000,15060201,Shallow (5-10m),20
647,2000,15060201,Very Shallow (2-5m),16
648,2000,15060202,Deep (10-61m),356
649,2000,15060202,Near Surface (<2m),28
650,2000,15060202,Shallow (5-10m),192
651,2000,15060202,Very Shallow (2-5m),92
652,2000,15060203,Deep (10-61m),161
653,2000,15060203,Near Surface (<2m),7
654,2000,15060203,Shallow (5-10m),109
655,2000,15060203,Very Shallow (2-5m),40
656,2000,15070101,Deep (10-61m),321
657,2000,15070101,Near Surface (<2m),15
